Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,3/25/2016,11004,7.11,7.11,0,2.57,0.46,4.07,0,33,12,205,804,1819
1503960366,3/26/2016,17609,11.55,11.55,0,6.92,0.73,3.91,0,89,17,274,588,2154
1503960366,3/27/2016,12736,8.53,8.53,0,4.66,0.16,3.71,0,56,5,268,605,1944
1503960366,3/28/2016,13231,8.93,8.93,0,3.19,0.79,4.95,0,39,20,224,1080,1932
1503960366,3/29/2016,12041,7.85,7.85,0,2.16,1.09,4.61,0,28,28,243,763,1886
1503960366,3/30/2016,10970,7.16,7.16,0,2.36,0.51,4.29,0,30,13,223,1174,1820
1503960366,3/31/2016,12256,7.86,7.86,0,2.29,0.49,5.04,0,33,12,239,820,1889
1503960366,4/1/2016,12262,7.87,7.87,0,3.32,0.83,3.64,0,47,21,200,866,1868
1503960366,4/2/2016,11248,7.25,7.25,0,3.00,0.45,3.74,0,40,11,244,636,1843
1503960366,4/3/2016,10016,6.37,6.37,0,0.91,1.28,4.18,0,15,30,314,655,1850
1503960366,4/4/2016,14557,9.80,9.80,0,3.39,0.70,5.69,0,43,18,285,757,2030
1503960366,4/5/2016,14844,9.73,9.73,0,2.94,0.76,6.04,0,36,18,341,736,2083
1503960366,4/6/2016,11974,7.67,7.67,0,2.04,0.48,5.15,0,27,12,228,1173,1861
1503960366,4/7/2016,10198,6.44,6.44,0,1.20,0.79,4.45,0,17,20,195,1208,1755
1503960366,4/8/2016,12521,7.94,7.94,0,3.31,0.90,3.74,0,46,22,212,1160,1895
1503960366,4/9/2016,12432,8.10,8.10,0,2.59,0.59,4.92,0,32,15,248,738,1883
1503960366,4/10/2016,10057,6.98,6.98,0,4.00,0.49,2.48,0,44,13,168,737,1755
1503960366,4/11/2016,10990,7.26,7.26,0,2.04,0.57,4.65,0,26,14,216,855,1811
1503960366,4/12/2016,224,0.14,0.14,0,0.00,0.00,0.13,0,0,0,9,32,50
1624580081,3/25/2016,1810,1.18,1.18,0,0.00,0.00,1.13,0.01,0,0,121,1319,1373
1624580081,3/26/2016,815,0.53,0.53,0,0.00,0.00,0.53,0,0,0,47,1393,1264
1624580081,3/27/2016,1985,1.29,1.29,0,0.00,0.00,1.28,0.01,0,0,112,1328,1350
1624580081,3/28/2016,1905,1.24,1.24,0,0.00,0.00,1.24,0,0,0,95,1345,1342
1624580081,3/29/2016,1552,1.01,1.01,0,0.00,0.00,1.00,0,0,0,66,1374,1300
1624580081,3/30/2016,1675,1.09,1.09,0,0.00,0.00,1.09,0,0,0,84,1356,1313
1624580081,3/31/2016,4506,2.93,2.93,0,0.51,0.27,2.15,0.01,7,4,144,1285,1498
1624580081,4/1/2016,9218,5.99,5.99,0,0.00,0.00,5.97,0.01,0,0,221,1219,1541
1624580081,4/2/2016,1556,1.01,1.01,0,0.00,0.00,1.01,0.01,0,0,88,1352,1327
1624580081,4/3/2016,2910,1.89,1.89,0,0.00,0.00,1.88,0.01,0,0,157,1283,1452
1624580081,4/4/2016,18464,12.00,12.00,0,0.00,0.00,12.00,0,0,0,270,1170,1574
1624580081,4/5/2016,1335,0.87,0.87,0,0.00,0.00,0.87,0,0,0,74,1366,1308
1624580081,4/6/2016,1004,0.65,0.65,0,0.00,0.00,0.65,0,0,0,55,1385,1276
1624580081,4/7/2016,1111,0.72,0.72,0,0.00,0.00,0.72,0,0,0,54,1386,1278
1624580081,4/8/2016,6344,4.12,4.12,0,0.00,0.00,4.10,0,0,0,143,1297,1409
1624580081,4/9/2016,3572,2.32,2.32,0,0.00,0.00,2.29,0.029999999,0,0,122,1318,1370
1624580081,4/10/2016,3910,2.54,2.54,0,0.47,0.25,1.81,0.01,7,7,186,1240,1555
1624580081,4/11/2016,10000,6.50,6.50,0,0.00,0.00,6.50,0,0,0,172,1268,1469
1624580081,4/12/2016,6627,4.31,4.31,0,0.00,0.00,4.31,0,0,0,89,604,706
1644430081,4/1/2016,4636,3.41,3.41,0,0.00,0.78,2.60,0.029999999,0,16,586,838,3323
1644430081,4/2/2016,20237,14.71,14.71,0,2.57,6.40,5.73,0.01,34,141,347,918,4029
1644430081,4/3/2016,12912,9.41,9.41,0,4.83,0.77,3.79,0.029999999,59,16,283,1082,3436
1644430081,4/4/2016,2819,2.05,2.05,0,0.31,0.17,1.56,0.01,4,4,87,1345,2444
1644430081,4/5/2016,9921,7.21,7.21,0,0.34,1.52,5.36,0,5,35,219,1181,3098
1644430081,4/6/2016,8046,5.85,5.85,0,1.29,2.12,2.45,0,18,41,137,1244,2925
1644430081,4/7/2016,11166,8.12,8.12,0,0.21,2.41,5.50,0,3,58,230,1149,3202
1644430081,4/8/2016,7842,5.70,5.70,0,0.48,2.41,2.81,0,7,43,161,1229,2928
1644430081,4/9/2016,13840,10.06,10.06,0,1.31,3.72,5.03,0,18,81,192,1149,3290
1644430081,4/10/2016,1329,0.97,0.97,0,0.00,0.00,0.97,0,0,0,35,207,489
1844505072,4/1/2016,6847,4.53,4.53,0,0.61,0.37,3.55,0,9,9,251,1171,1969
1844505072,4/2/2016,5367,3.55,3.55,0,0.00,0.00,3.55,0,0,0,263,1177,1889
1844505072,4/3/2016,2841,1.88,1.88,0,0.00,0.00,1.88,0,0,0,136,1114,1636
1844505072,4/4/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,669,1347
1844505072,4/5/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1844505072,4/6/2016,7,0.00,0.00,0,0.00,0.00,0.00,0,0,0,1,1439,1349
1844505072,4/7/2016,6344,4.19,4.19,0,0.00,0.00,4.19,0,0,0,290,1150,1965
1844505072,4/8/2016,5316,3.51,3.51,0,0.00,0.00,3.51,0,0,0,221,1219,1824
1844505072,4/9/2016,4979,3.29,3.29,0,0.00,0.00,3.29,0,0,0,184,620,1807
1844505072,4/10/2016,6556,4.34,4.34,0,0.00,0.00,4.33,0,0,0,305,810,1971
1844505072,4/11/2016,5430,3.59,3.59,0,0.00,0.00,3.59,0,0,0,251,1189,1888
1844505072,4/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,426,399
1927972279,4/1/2016,4317,2.99,2.99,0,0.00,0.37,2.62,0,0,11,192,854,2590
1927972279,4/2/2016,5662,3.92,3.92,0,0.00,0.00,3.92,0,0,0,267,858,2783
1927972279,4/3/2016,3198,2.21,2.21,0,0.00,0.00,2.21,0,0,0,146,1183,2449
1927972279,4/4/2016,2352,1.63,1.63,0,0.00,0.00,1.63,0,0,0,128,829,2380
1927972279,4/5/2016,2234,1.55,1.55,0,0.00,0.00,1.55,0,0,0,108,912,2344
1927972279,4/6/2016,1259,0.87,0.87,0,0.00,0.00,0.87,0,0,0,73,938,2202
1927972279,4/7/2016,768,0.53,0.53,0,0.00,0.00,0.53,0,0,0,43,1397,2130
1927972279,4/8/2016,519,0.36,0.36,0,0.00,0.00,0.36,0,0,0,34,1406,2088
1927972279,4/9/2016,2523,1.75,1.75,0,0.00,0.37,1.38,0,0,9,134,1250,2443
1927972279,4/10/2016,2105,1.46,1.46,0,0.00,0.00,1.46,0,0,0,139,805,2442
1927972279,4/11/2016,1209,0.84,0.84,0,0.00,0.00,0.84,0,0,0,73,842,2255
1927972279,4/12/2016,24,0.02,0.02,0,0.00,0.00,0.02,0,0,0,3,161,942
2022484408,4/1/2016,13603,9.60,9.60,0,5.46,0.63,3.51,0,72,16,213,1139,2645
2022484408,4/2/2016,5477,3.84,3.84,0,0.00,0.00,3.84,0,0,0,237,1203,2040
2022484408,4/3/2016,11144,7.82,7.82,0,1.79,0.89,5.14,0,25,22,279,1114,2395
2022484408,4/4/2016,15313,11.00,11.00,0,5.02,1.29,4.69,0,62,19,233,1126,2581
2022484408,4/5/2016,10805,7.59,7.59,0,0.72,0.98,5.89,0,36,37,298,1069,2735
2022484408,4/6/2016,15392,10.93,10.93,0,3.43,1.75,5.75,0,47,42,258,1093,2733
2022484408,4/7/2016,18247,13.83,13.83,0,7.11,2.21,4.51,0,72,62,252,1054,3021
2022484408,4/8/2016,13023,9.26,9.26,0,3.23,0.56,5.47,0,40,12,296,1092,2577
2022484408,4/9/2016,16267,12.59,12.59,0,5.75,0.47,6.37,0,44,16,302,1078,2811
2022484408,4/10/2016,10005,7.02,7.02,0,0.08,1.05,5.90,0,1,23,339,1077,2458
2022484408,4/11/2016,10106,7.09,7.09,0,1.21,0.56,5.33,0,41,16,272,1111,2568
2022484408,4/12/2016,6717,4.72,4.72,0,3.23,0.22,1.27,0,41,5,67,551,1140
2026352035,4/1/2016,2605,1.62,1.62,0,0.00,0.00,1.62,0,0,0,166,729,1407
2026352035,4/2/2016,1229,0.76,0.76,0,0.00,0.00,0.76,0,0,0,69,795,1237
2026352035,4/3/2016,2308,1.43,1.43,0,0.00,0.00,1.43,0,0,0,115,720,1330
2026352035,4/4/2016,6679,4.14,4.14,0,0.00,0.00,4.14,0,0,0,263,644,1583
2026352035,4/5/2016,5645,3.50,3.50,0,0.00,0.00,3.50,0,0,0,248,621,1538
2026352035,4/6/2016,3180,1.97,1.97,0,0.00,0.00,1.97,0,0,0,185,738,1421
2026352035,4/7/2016,2767,1.72,1.72,0,0.00,0.00,1.72,0,0,0,170,673,1392
2026352035,4/8/2016,3762,2.33,2.33,0,0.00,0.00,2.33,0,0,0,173,719,1425
2026352035,4/9/2016,3098,1.92,1.92,0,0.00,0.00,1.92,0,0,0,185,700,1413
2026352035,4/10/2016,5142,3.19,3.19,0,0.00,0.00,3.19,0,0,0,230,654,1515
2026352035,4/11/2016,3279,2.03,2.03,0,0.00,0.00,2.03,0,0,0,164,694,1405
2026352035,4/12/2016,1019,0.63,0.63,0,0.00,0.00,0.63,0,0,0,64,223,600
2320127002,4/1/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1324
2320127002,4/2/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1324
2320127002,4/3/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1324
2320127002,4/4/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1324
2320127002,4/5/2016,4931,3.32,3.32,0,0.00,0.00,3.32,0,0,0,175,1265,1708
2320127002,4/6/2016,6999,4.72,4.72,0,0.00,0.00,4.72,0,0,0,320,1120,1950
2320127002,4/7/2016,1846,1.24,1.24,0,0.00,0.00,1.24,0,0,0,93,1347,1508
2320127002,4/8/2016,3417,2.30,2.30,0,0.00,0.00,2.30,0,0,0,153,1287,1625
2320127002,4/9/2016,4863,3.28,3.28,0,0.06,0.42,2.80,0,1,11,208,1220,1772
2320127002,4/10/2016,2277,1.53,1.53,0,0.00,0.00,1.53,0,0,0,103,1337,1530
2320127002,4/11/2016,11230,7.67,7.67,0,0.89,0.12,6.66,0,10,2,390,1038,2206
2320127002,4/12/2016,2098,1.41,1.41,0,0.00,0.00,1.41,0,0,0,69,617,790
2347167796,3/29/2016,10272,6.79,6.79,0,0.16,3.12,3.50,0,2,58,208,700,2041
2347167796,3/30/2016,10533,7.10,7.10,0,1.77,2.06,3.27,0,21,35,255,615,2187
2347167796,3/31/2016,6760,4.47,4.47,0,0.00,0.00,4.47,0,0,0,250,613,1929
2347167796,4/1/2016,8328,5.51,5.51,0,0.00,2.00,3.50,0,0,33,212,804,1935
2347167796,4/2/2016,15459,10.22,10.22,0,3.59,0.81,5.82,0,51,16,327,583,2438
2347167796,4/3/2016,7485,4.95,4.95,0,0.00,0.00,4.95,0,0,0,324,491,2035
2347167796,4/4/2016,10254,6.80,6.80,0,1.42,1.23,4.16,0,21,25,231,638,2099
2347167796,4/5/2016,10114,6.82,6.82,0,1.64,0.48,4.68,0,18,9,269,696,2096
2347167796,4/6/2016,11107,7.34,7.34,0,0.90,2.76,3.68,0,14,46,196,759,2058
2347167796,4/7/2016,10320,6.85,6.85,0,0.68,1.23,4.94,0,15,32,315,1002,2338
2347167796,4/8/2016,10209,6.75,6.75,0,0.16,0.35,6.23,0,2,6,316,711,2104
2347167796,4/9/2016,16081,10.63,10.63,0,1.25,1.82,7.56,0,16,32,401,970,2488
2347167796,4/10/2016,10078,6.83,6.83,0,1.02,0.12,5.69,0,12,3,303,463,2164
2347167796,4/11/2016,10001,6.61,6.61,0,0.33,2.93,3.36,0,5,52,196,788,2009
2347167796,4/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,425,399
2873212765,4/1/2016,890,0.60,0.60,0,0.00,0.00,0.60,0,0,0,41,1399,1335
2873212765,4/2/2016,2214,1.49,1.49,0,0.00,0.00,1.49,0,0,0,197,1243,1559
2873212765,4/3/2016,7640,5.13,5.13,0,0.19,0.80,4.15,0,3,15,315,1107,1845
2873212765,4/4/2016,9713,6.53,6.53,0,0.34,0.89,5.29,0,6,24,355,1055,2046
2873212765,4/5/2016,8432,5.67,5.67,0,0.00,0.00,5.65,0.01,0,0,374,1066,1953
2873212765,4/6/2016,7350,4.94,4.94,0,0.00,0.00,4.94,0,0,0,382,1058,1910
2873212765,4/7/2016,9353,6.31,6.31,0,0.37,0.69,5.24,0,5,17,363,1055,2035
2873212765,4/8/2016,7157,4.81,4.81,0,0.00,0.00,4.81,0,0,0,380,1060,1944
2873212765,4/9/2016,14103,9.56,9.56,0,3.02,0.41,6.14,0.01,46,8,288,1098,2257
2873212765,4/10/2016,5290,3.55,3.55,0,0.04,0.34,3.17,0,1,8,251,1180,1724
2873212765,4/11/2016,7497,5.04,5.04,0,0.00,0.00,5.04,0,0,0,357,882,1741
2873212765,4/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,0
2891001357,3/29/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1920
2891001357,3/30/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1920
2891001357,3/31/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1920
2891001357,4/1/2016,0,0.00,0.00,4.828032017,0.00,0.00,0.00,0,0,660,0,780,4562
2891001357,4/2/2016,4126,3.22,0.00,3.218688011,0.00,0.00,3.22,0,0,0,720,720,2881
2891001357,4/3/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1920
2891001357,4/4/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1920
2891001357,4/5/2016,2063,1.61,0.00,1.609344006,0.00,0.00,1.61,0,0,0,630,99,1144
3372868164,4/1/2016,5785,3.95,3.95,0,0.00,0.00,3.91,0.039999999,0,0,311,1129,1852
3372868164,4/2/2016,7625,5.23,5.23,0,1.68,0.04,3.50,0.01,24,1,341,1074,2069
3372868164,4/3/2016,4706,3.21,3.21,0,0.00,0.00,3.21,0,0,0,299,1141,1816
3372868164,4/4/2016,5861,4.02,4.02,0,1.30,0.22,2.49,0.01,20,7,233,1180,1878
3372868164,4/5/2016,4460,3.04,3.04,0,0.00,0.00,3.02,0.029999999,0,0,248,1192,1787
3372868164,4/6/2016,6406,4.39,4.39,0,0.78,0.09,3.52,0.01,17,4,325,1094,2010
3372868164,4/7/2016,7392,5.10,5.10,0,0.87,0.16,4.05,0.02,14,9,332,1085,2038
3372868164,4/8/2016,5551,3.79,3.79,0,0.00,0.00,3.77,0.01,0,0,282,1158,1815
3372868164,4/9/2016,8827,6.25,6.25,0,1.77,0.48,4.00,0.01,21,10,346,1063,2062
3372868164,4/10/2016,4662,3.18,3.18,0,1.04,0.15,1.99,0,22,4,152,735,1276
3977333714,4/1/2016,4499,3.01,3.01,0,0.00,0.00,3.01,0,0,0,168,842,1288
3977333714,4/2/2016,7618,5.10,5.10,0,0.00,0.18,4.91,0,0,6,302,842,1490
3977333714,4/3/2016,11508,7.70,7.70,0,2.17,0.84,4.69,0,29,22,282,748,1630
3977333714,4/4/2016,11943,7.99,7.99,0,1.03,2.01,4.95,0,16,43,297,710,1648
3977333714,4/5/2016,12303,8.23,8.23,0,1.71,1.35,5.17,0,26,32,291,605,1649
3977333714,4/6/2016,15425,10.32,10.32,0,1.62,1.82,6.87,0,24,45,331,614,1783
3977333714,4/7/2016,8422,5.63,5.63,0,0.00,3.60,2.04,0,0,81,139,815,1431
3977333714,4/8/2016,10226,6.84,6.84,0,0.00,4.44,2.40,0,0,101,174,685,1524
3977333714,4/9/2016,14583,9.76,9.76,0,2.48,1.74,5.53,0,35,36,254,697,1697
3977333714,4/10/2016,3573,2.39,2.39,0,0.94,0.41,0.97,0,15,8,99,866,1232
3977333714,4/11/2016,3108,2.14,2.14,0,0.07,0.04,1.96,0,1,1,129,894,1223
3977333714,4/12/2016,759,0.57,0.57,0,0.00,0.00,0.57,0,0,0,17,187,182
4020332650,3/12/2016,5543,3.97,3.97,0,0.00,0.00,3.96,0.01,0,0,254,757,2990
4020332650,3/13/2016,3226,2.31,2.31,0,0.00,0.00,2.28,0,0,0,136,771,2480
4020332650,3/14/2016,3023,2.17,2.17,0,0.00,0.00,2.14,0,0,0,145,1005,2570
4020332650,3/15/2016,5906,4.23,4.23,0,0.00,0.16,4.04,0,0,10,215,874,3016
4020332650,3/16/2016,12483,8.99,8.99,0,1.45,0.57,6.90,0,25,14,309,599,3830
4020332650,3/17/2016,8940,6.41,6.41,0,0.00,0.00,0.61,0.039999999,0,0,47,986,3706
4020332650,3/18/2016,368,0.26,0.26,0,0.00,0.00,0.00,0,0,0,0,1440,2024
4020332650,3/19/2016,5702,4.09,4.09,0,0.00,0.00,0.00,0,0,0,0,1440,2980
4020332650,3/20/2016,10330,7.41,7.41,0,0.00,0.00,0.00,0,0,0,0,1440,3728
4020332650,3/21/2016,8778,6.29,6.29,0,0.00,0.00,0.00,0,0,0,0,1440,3348
4020332650,3/22/2016,6662,4.78,4.78,0,0.00,0.00,0.00,0,0,0,0,1440,3162
4020332650,3/23/2016,6309,4.52,4.52,0,0.00,0.00,0.00,0,0,0,0,1440,3140
4020332650,3/24/2016,1951,1.41,1.41,0,0.00,0.00,0.00,0,0,0,0,1440,1980
4020332650,3/25/2016,5563,3.99,3.99,0,0.00,0.00,0.00,0,0,0,0,1440,3681
4020332650,3/26/2016,4370,3.13,3.13,0,0.00,0.00,0.00,0,0,0,0,1440,3444
4020332650,3/27/2016,7144,5.12,5.12,0,0.00,0.00,0.00,0,0,0,0,1440,3510
4020332650,3/28/2016,2106,1.51,1.51,0,0.02,0.05,0.21,0,31,45,75,1289,4010
4020332650,3/29/2016,4152,2.98,2.98,0,0.00,0.00,2.96,0,0,0,187,1253,2976
4020332650,3/30/2016,5400,3.87,3.87,0,0.00,0.00,3.85,0,0,0,258,795,3418
4020332650,3/31/2016,7428,5.33,5.33,0,0.87,0.92,3.51,0,18,33,261,860,3439
4020332650,4/1/2016,5351,3.84,3.84,0,0.62,0.18,3.01,0,15,17,210,748,3338
4020332650,4/2/2016,4299,3.10,3.10,0,0.09,0.21,2.74,0.039999999,3,15,162,752,2892
4020332650,4/3/2016,6107,4.38,4.38,0,0.00,0.00,4.36,0,0,0,265,776,3313
4020332650,4/4/2016,6429,4.60,4.60,0,0.00,0.95,3.65,0,0,28,193,741,3118
4020332650,4/5/2016,6880,4.93,4.93,0,0.50,0.76,3.65,0,7,19,165,1249,2966
4020332650,4/6/2016,7476,5.36,5.36,0,0.00,0.00,5.31,0,0,0,263,920,3253
4020332650,4/7/2016,6581,4.72,4.72,0,0.00,0.29,4.39,0,0,8,241,1191,3032
4020332650,4/8/2016,10480,7.51,7.51,0,0.41,1.47,5.01,0.039999999,6,37,272,1125,4034
4020332650,4/9/2016,7734,5.55,5.55,0,1.16,0.49,3.82,0.059999999,20,12,223,1185,3264
4020332650,4/10/2016,5129,3.68,3.68,0,0.18,0.24,3.21,0.01,5,7,176,1178,2817
4020332650,4/11/2016,2993,2.15,2.15,0,0.00,0.00,2.09,0,0,0,114,888,2507
4020332650,4/12/2016,8,0.01,0.01,0,0.00,0.00,0.01,0,0,0,1,321,446
4057192912,3/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1777
4057192912,3/13/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1777
4057192912,3/14/2016,8433,6.23,6.23,0,2.45,0.33,3.44,0,30,7,135,1268,2453
4057192912,3/15/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,3/16/2016,2139,1.56,1.56,0,0.00,1.30,0.26,0,0,28,15,1397,1935
4057192912,3/17/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,3/18/2016,949,0.69,0.69,0,0.00,0.00,0.69,0,0,0,34,1406,1870
4057192912,3/19/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1777
4057192912,3/20/2016,44,0.03,0.03,0,0.00,0.00,0.03,0,0,0,2,1438,1782
4057192912,3/21/2016,2660,1.94,1.94,0,0.00,0.00,1.94,0,0,0,46,1394,1978
4057192912,3/22/2016,5561,4.19,4.19,0,0.00,0.00,4.07,0,0,0,169,1271,2296
4057192912,3/23/2016,7239,5.34,5.34,0,0.55,0.36,4.38,0,7,7,190,1236,2484
4057192912,3/24/2016,7,0.01,0.01,0,0.00,0.00,0.01,0,0,0,1,1439,1787
4057192912,3/25/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,3/26/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,3/27/2016,2275,1.68,1.68,0,0.00,0.00,1.66,0,0,0,86,1354,2005
4057192912,3/28/2016,8,0.01,0.01,0,0.00,0.00,0.01,0,0,0,1,1439,1778
4057192912,3/29/2016,5137,3.76,3.76,0,0.00,0.00,3.76,0,0,0,160,1280,2293
4057192912,3/30/2016,5419,4.00,4.57,0.055842999,0.00,0.00,3.91,0.059999999,0,0,145,1295,2259
4057192912,3/31/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,4/1/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,4/2/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,4/3/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,4/4/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,4/5/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4057192912,4/6/2016,18,0.01,0.01,0,0.00,0.00,0.01,0,0,0,2,1438,1780
4057192912,4/7/2016,4,0.00,0.00,0,0.00,0.00,0.00,0,0,0,1,1439,1778
4057192912,4/8/2016,8426,6.16,6.16,0,0.13,5.49,0.54,0,2,120,25,1293,2360
4057192912,4/9/2016,1650,1.21,1.21,0,0.00,0.00,1.21,0,0,0,60,1380,1952
4057192912,4/10/2016,3434,2.51,2.51,0,0.07,0.30,2.14,0,1,7,108,1324,2101
